Word Number	Frequency	Arabic	English					
35529	206	مانو	Manu 					
35530	206	امرها	 its mind					
35531	206	بالاغان	Balagan 					
35532	206	واجعل	And Mark 					
35533	206	المحرمة	Forbidden 					
35534	206	أأتي	Oota 					
35535	206	بروكتور	 proctor					
35536	206	إحترق	 Burn					
35537	206	يريني	Show me 					
35538	206	غريبين	 Gripen					
35539	206	بالقوات	Forces 					
35540	206	التكفير	Atonement 					
35541	206	نجاحا	Success 					
35542	206	أستأجر	 hire					
35543	206	ساخرج	 would come out					
35544	206	لرؤيه	To see 					
35545	206	الطباشير	Chalk 					
35546	206	الجبلية	 mountain					
35547	206	لنركز	To focus 					
35548	206	أرادنا	 wanted us					
35549	206	أفقدها	 lost them					
35550	206	رسائله	 messages					
35551	206	تقاعدي	Pension 					
35552	206	خواريز	Juárez 					
35553	206	ستبيع	Will sell 					
35554	206	لأغير	To change 					
35555	206	وذو	And has a 					
35556	ــ206	كــل	Each 					
35557	206	اجهز	 finished off					
35558	206	وإطلاق	And the launch of 					
35559	206	اليونانيين	Greek 					
35560	206	قدرت	Estimated 					
35561	206	مشاغب	 tumultuous					
35562	206	والاشياء	Stuff 					
35563	206	بيرجر	 Berger					
35564	206	للتجربة	Experience 					
35565	206	تزوجتي	Tzojta 					
35566	ـ206	انـه	He 					
35567	206	أخرجيه	Okhreign 					
35568	206	لإعطائك	To give you 					
35569	206	ينبوع	Fountain 					
35570	206	إرين	Eren 					
35571	206	الصرع	Epilepsy 					
35572	206	تغارين	 jealous					
35573	206	اضعه	 bearing					
35574	206	سأغني	 sing					
35575	205	أتركنى	Leave me 					
35576	205	ظلوا	 remained					
35577	205	أستراحة	Break 					
35578	205	غوس	Gus 					
35579	205	الآخران	The other 					
35580	205	بقص	Cut 					
35581	205	مبهمة	Opaque 					
35582	205	الرومنسية	Romance 					
35583	205	عرفناه	We knew 					
35584	205	يمنى	Dexter 					
35585	205	ارفعه	 lift					
35586	205	توي	Tui 					
35587	205	وجدتنا	 and our grandmother					
35588	205	الحكماء	 wise men					
35589	205	احتجتي	Ahtjta 					
35590	205	ستنسى	 will forget					
35591	205	بزيارته	Visited 					
35592	205	المتدربة	 trainee					
35593	205	اللقطاء	Foundlings 					
35594	205	الحرج	Critical 					
35595	205	بالولايات	US 					
35596	205	معقده	 complex					
35597	205	سنتوجه	We are going 					
35598	205	واخبرني	He told me 					
35599	205	تمس	Affecting 					
35600	205	محادثتي	 My conversation					
35601	205	مدرسته	 school					
35602	205	ديد	 Dead					
35603	205	وراقب	And watched 					
35604	205	إصمتي	Asamta 					
35605	205	ووتر	Water 					
35606	205	التفاؤل	Optimism 					
35607	205	بانة	Bana 					
35608	205	بفمك	 with your mouth					
35609	205	تذوقت	 tasted					
35610	205	الزاويه	Angle 					
35611	205	ويعلم	It knows 					
35612	205	لأسألك	To ask 					
35613	205	أجلسوا	 Sit					
35614	205	يحكمون	Rule 					
35615	205	لوجبة	Meal 					
35616	205	التفجيرات	 bombings					
35617	205	قررتم	 you decide					
35618	205	إعطاءك	 give you					
35619	205	ينتمى	 belongs					
35620	205	والنجوم	And the stars 					
35621	205	مثالا	Example 					
35622	205	اعلانات	 ads					
35623	205	أحساس	 sense					
35624	205	للجهة	The hand 					
35625	205	أدفعه	 I pay					
35626	205	فالنتينا	Valentina 					
35627	205	إى	 E					
35628	205	تلاحظين	 Tlahzin					
35629	205	ولادتها	Birth 					
35630	205	جأت	 resorted					
35631	205	كفء	Efficient 					
35632	205	المقيم	Resident 					
35633	205	ابتسموا	 smiled					
35634	205	مشارف	Outskirts of 					
35635	205	مقيمة	Resident 					
35636	205	zamoha	zamoha 					
35637	205	ماتريدينه	Metradenh 					
35638	205	احجز	Book 					
35639	205	هودج	Hodge 					
35640	205	ستفشل	 will fail					
35641	205	ارجاع	 return					
35642	205	عسير	Asir 					
35643	205	اتأخر	 late for					
35644	205	الضلع	Rib 					
35645	205	الحنين	Nostalgia 					
35646	205	ضفاف	 banks					
35647	205	زحام	Crowdedness 					
35648	205	نورم	 Norm					
35649	205	اراهنك	 bet you					
35650	205	كاكاشي	Kakashi 					
35651	205	سلفاتور	SALVATORE 					
35652	205	الميكانيكية	Mechanical 					
35653	205	يلاحظوا	Notice 					
35654	205	يتوفر	 available					
35655	205	كونيتيكت	Connecticut 					
35656	205	وl	And l 					
35657	205	شمسي	Solar 					
35658	205	العنبر	Amber 					
35659	205	اصمتى	Asamty 					
35660	205	يرتجف	 trembling					
35661	205	الشهري	Monthly 					
35662	205	مفاعل	 reactor					
35663	ـ205	رأيـك	Write a Review 					
35664	205	الهجين	Hybrid 					
35665	205	شورت	Shorts 					
35666	205	الياكوزا	Yakuza 					
35667	205	المؤدي	Leading 					
35668	205	حقيقين	Hakiqin 					
35669	205	الجيني	Gene 					
35670	205	شائبة	Flawless 					
35671	205	النحيب	 lamentations					
35672	205	المهزلة	Travesty 					
35673	205	عريض	Wide 					
35674	205	ملهاوس	Mlhaos 					
35675	205	اظل	 I keep					
35676	205	الكروت	 cards					
35677	205	حاولتم	 You tried					
35678	205	جور	Gore 					
35679	205	hard	hard 					
35680	205	مشعة	 radioactive					
35681	205	تنبأ	He predicted 					
35682	205	طورت	It developed 					
35683	205	العالمى	Global 					
35684	205	تفقدنا	 we patrolled					
35685	205	ايمان	Iman 					
35686	205	يوتا	Utah 					
35687	205	شرعيين	 immigrants					
35688	205	الطبعة	 Edition					
35689	205	إعتنى	 took care of					
35690	205	تربي	Educates 					
35691	205	سرقتهم	 stolen					
35692	205	بوتوين	Potwin 					
35693	205	الفروع	Branches 					
35694	205	محفوظ	Mahfouz 					
35695	205	امض	Flashing 					
35696	205	تحجز	 book					
35697	205	ba	ba 					
35698	205	المعماري	Architect 					
35699	205	دونفان	Donvann 					
35700	205	أبقه	Keep 					
35701	205	إستمريت	 then carried					
35702	205	الأهالي	Parents 					
35703	204	المتكلم	Speaker 					
35704	204	ستستمع	 will listen					
35705	204	المبادلة	 swap					
35706	204	الرياضات	 Sports					
35707	204	جرحه	 wound					
35708	204	خضار	Vegetables 					
35709	204	فيلدز	 Fields					
35710	204	يصدف	 happen					
35711	204	خانك	 betrayed					
35712	204	أسوار	Walls 					
35713	204	المراقبين	 observers					
35714	204	تانجو	 Tango					
35715	204	أكافح	 struggle					
35716	204	غلطه	 mistake					
35717	204	اللاصقة	Adhesives 					
35718	204	بالونات	Balloons 					
35719	204	شفتاي	 My lips					
35720	204	جراحات	 surgeries					
35721	204	اتبعوا	Follow 					
35722	204	قلمك	 pen					
35723	204	لأمور	Things 					
35724	204	سيتكلم	 speak					
35725	204	يشرف	Oversees 					
35726	204	أصابهم	Suffered 					
35727	204	ورجالك	And your men 					
35728	204	لكبار	Senior 					
35729	204	ماخطب	Majtab 					
35730	204	لإخراجه	To get him out 					
35731	204	رهانات	Bets 					
35732	204	خداعه	 deceptions					
35733	204	مشفر	Encrypted 					
35734	204	لتولي	To take over 					
35735	204	يقتلوننا	 kill us					
35736	204	تسد	Clog 					
35737	204	استوديو	Studio 					
35738	204	وبإمكانك	You can 					
35739	204	المروج	Promoter 					
35740	204	مترددة	Reluctant 					
35741	204	أعتدنا	 We have prepared					
35742	204	كناية	Metaphor 					
35743	204	للمقاومة	Resistance 					
35744	204	وتبحث	Looking 					
35745	ــ204	أرجــوك	Please 					
35746	204	بالأذى	 hurt					
35747	204	بصعوبه	 scarcely					
35748	204	المهروسة	Mashed 					
35749	204	سقيفة	Shed 					
35750	204	فستق	Pistachio 					
35751	204	أظافرها	 nails					
35752	204	الاستمناء	Masturbation 					
35753	204	أعسر	 left-handed					
35754	204	الفيلا	Villa 					
35755	204	والأفضل	Better 					
35756	204	يخطف	Kidnaps 					
35757	204	القصبة	Kasbah 					
35758	204	بالكاميرا	Camera 					
35759	204	إيفيلين	Evelyne 					
35760	204	تبيعين	Tbiein 					
35761	204	حنجرتي	 my throat					
35762	204	ارجاء	Around 					
35763	204	كراون	Crown 					
35764	204	شينو	Shino 					
35765	204	الآب	Father 					
35766	204	البساطه	 Simplicity					
35767	204	السردين	Sardines 					
35768	204	يوغا	Yoga 					
35769	ـ204	سـبب	Reason 					
35770	204	للشواذ	Gay 					
35771	204	مقاسك	 Your Size					
35772	204	أحضرتهم	 brought them					
35773	204	ساتو	Sato 					
35774	204	استرجع	Retrieve 					
35775	204	قذره	Filthy 					
35776	204	ويذهبون	And they go 					
35777	204	روسى	Russian 					
35778	204	لمادا	Why 					
35779	204	كيوبيد	Cupid 					
35780	204	اخترتك	 chosen thee					
35781	204	تومبسون	Thompson 					
35782	204	زلة	Slip 					
35783	204	بسباق	Race 					
35784	204	انصرفوا	 parted ways					
35785	204	المسعفون	Paramedics 					
35786	204	تضم	Comprising 					
35787	204	ملكهم	Theirs 					
35788	204	يقلب	Turns 					
35789	204	رجوع	 Back					
35790	204	وسرقت	Stolen 					
35791	204	وقرر	Decided 					
35792	204	لقائد	Commander 					
35793	204	أخذناه	 took him					
35794	204	ملكيتي	 my property					
35795	204	طاهي	 Chef					
35796	204	مقعده	Seat 					
35797	204	ضمادات	Bandages 					
35798	204	مالفرق	Malvrq 					
35799	204	شفة	Lip 					
35800	ـ204	يمكنـه	 can					
35801	204	بكفاءة	 efficiently					
35802	204	انشر	Share 					
35803	204	إكساندر	Axandr 					
35804	204	شارد	 stray					
35805	204	أحظي	 Observe					
35806	204	سيونج	Siong 					
35807	204	أرادها	 wanted					
35808	204	المغول	 Mongols					
35809	204	أضعته	 lost it					
35810	204	بموته	His death 					
35811	204	شاهدها	Viewed 					
35812	204	النفاق	Hypocrisy 					
35813	204	تصديقي	 ratifications					
35814	204	يقررون	Decide 					
35815	204	يحري	Ahari 					
35816	204	صدع	Crack 					
35817	204	إنتظرنا	 waited					
35818	204	الحواف	Edges 					
35819	204	وسعك	Your power 					
35820	204	للتلفاز	A TV 					
35821	204	القهري	Compulsive disorder 					
35822	204	بالتغطية	Coverage 					
35823	204	لسباق	Race 					
35824	204	الخالد	Immortal 					
35825	204	امراه	Woman 					
35826	204	حسابى	Account 					
35827	204	تساعدينني	Tsaeidinna 					
35828	203	محمصة	Toaster 					
35829	203	رفاهية	Well-being of 					
35830	203	إستمرار	Continuation of 					
35831	203	للغرباء	Strangers 					
35832	203	بولسون	Paulson 					
35833	203	بحمايته	Protection of the law 					
35834	203	تقاسم	Sharing 					
35835	203	الشعير	Barley 					
35836	203	الحمايه	Protection 					
35837	203	المومسات	 prostitutes					
35838	203	تضحكون	 laugh					
35839	203	شاهدناه	We saw 					
35840	203	كبدي	Hepatic 					
35841	203	غريتا	Greta 					
35842	203	الفينة	Occasionally 					
35843	203	أذكرها	 mention					
35844	203	يفهمها	Understand 					
35845	203	ميريك	Myrick 					
35846	203	بحفر	Digging 					
35847	203	أتظنه	Otznh 					
35848	203	تنطوي	Involving 					
35849	203	كينان	Keenan 					
35850	203	القرمزي	 Scarlet					
35851	203	وتأكل	Eat 					
35852	203	شراؤه	Purchased 					
35853	203	ماثيس	Mathis 					
35854	203	الإدارية	Management 					
35855	203	نستيقظ	 wake					
35856	203	سيواجه	Face 					
35857	203	محمولة	Portable 					
35858	203	فهد	Fahd 					
35859	203	بريئا	 innocent					
35860	203	مفاصل	 joints					
35861	203	نظمت	Organized 					
35862	203	مختبري	 laboratory					
35863	203	دينار	 dinars					
35864	203	إمنحني	Give me 					
35865	203	حاضنة	Incubator 					
35866	ـ203	تكـن	Not 					
35867	203	يلمسه	Touches 					
35868	203	اموات	" dead	"					
35869	203	الحيرة	Uncertainty 					
35870	203	هيز	Hayes 					
35871	203	الشعوب	 peoples					
35872	203	تسعد	Happy 					
35873	203	بزجاجة	 bottle					
35874	203	ليبيا	Libya 					
35875	203	أترككم	 leave					
35876	203	المخاطره	 Risk Disclosure					
35877	203	بدليل	As evidenced by 					
35878	203	تاهو	Tahoe 					
35879	203	بحبل	Rope 					
35880	203	إحتياطي	Reserve 					
35881	203	name	name 					
35882	203	بالألعاب	 games					
35883	203	بالقبو	Balqbo 					
35884	203	يوصلك	 connects you					
35885	203	للامر	The order 					
35886	203	الإعلامية	Media 					
35887	203	اجتماعنا	Our meeting 					
35888	203	وكانها	As if 					
35889	203	مشعل	Mashaal 					
35890	203	aka	aka 					
35891	203	يقبضون	 arresting					
35892	203	خسارتها	Loss 					
35893	203	حيالك	Hyalk 					
35894	203	سأقابله	Sokablh 					
35895	203	بغرابه	 oddly					
35896	203	أفضله	I prefer 					
35897	203	نخشى	We fear 					
35898	203	ننتصر	We win 					
35899	203	الأيس	 ice					
35900	203	مرخص	Licensed 					
35901	203	اللمسات	Touches 					
35902	203	ركلت	Kicked 					
35903	203	ينقصه	 missing					
35904	203	تليق	Worthy of 					
35905	203	صامتين	Silent 					
35906	203	كتابها	Her book 					
35907	203	أوليج	 Oleg					
35908	203	إنغريد	Ingrid 					
35909	203	الصادرة	Issued 					
35910	203	متهمة	 accused					
35911	203	الإغتيال	Assassination 					
35912	203	أيقظتك	Oiqztk 					
35913	203	كاني	Kanye 					
35914	203	توابل	Spices 					
35915	203	تذكاري	 memorial					
35916	203	البراندي	Brandies 					
35917	203	إستأجرت	 rented					
35918	203	النصفي	Migraine 					
35919	203	تصاعد	Mounting 					
35920	203	جوار	 Neighborhood					
35921	203	تزعم	It claims 					
35922	203	تقعي	Tqaa 					
35923	203	فليخرج	Vlakhrj 					
35924	203	إزدحام	 congestion					
35925	203	التسليح	Armament 					
35926	203	متفاجأة	Mtvajoh 					
35927	203	الحلاق	Barber 					
35928	203	يضيق	 narrows					
35929	203	لخطر	Risk 					
35930	203	والطبيب	Doctor 					
35931	203	ويحب	 likes					
35932	203	للترفيه	Entertainment 					
35933	203	إرم	Toss 					
35934	203	للإصلاح	Reform 					
35935	ـ203	عشـر	Ten 					
35936	202	المقتول	 slain					
35937	202	اصطفوا	Lined up 					
35938	202	الكعكه	 cake					
35939	202	وفتح	Open 					
35940	202	الخريجين	 graduates					
35941	202	بوكالة	Agency 					
35942	202	عربتي	! My Cart					
35943	202	رباعية	Quad 					
